id,name,officialAllergenStatus,sourceFamily,parserProfile,totalItemCount,officialItemCount,officialCoverageRatio,directAverageAllergenCount,crossContactAverageAllergenCount,directItemWithAnyCount,directItemWithAnyRatio,crossContactItemWithAnyCount,crossContactItemWithAnyRatio,officialEvidenceBucket,officialFullMatrixOrApiCount,officialIngredientDisclosureCount,officialProductSectionCount,officialGlobalCrossContactNoteCount,suspiciousOfficialParserFragmentCount,dominantDirectAllergenSet,dominantDirectAllergenSetCount,dominantDirectAllergenSetRatio,dominantCrossContactSet,dominantCrossContactSetCount,dominantCrossContactSetRatio,suspiciousRowCount,classifications,remediationBucket,reviewNote,sourceUrls,evidenceSnippets
gringos-and-mariachis-bethesda-dc-metro,Gringos & Mariachis Bethesda,not-found,toast,toast-menu,97,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/gringos-and-mariachis-bethesda,ROASTED PORK | PINEAPPLE | ONIONS | SALSA ARBOL | CILANTRO | GRILLED STEAK | CHORIZO | BACON BELL PEPPERS | ONIONS | CILANTRO CHIHUAHUA CHEESE | HABANERO SALSA | Spice Level: Medium 3oz. | Bacon Wrapped Jalapenos | APPLEWOOD BACON | CREAM CHEESE
iron-rooster-college-park-dc-metro,Iron Rooster College Park,not-found,toast,toast-menu,79,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/iron-rooster-college-park,All-American Smash Burger | double smash patties / choice of cheese / Biroche bun | Pure water for a perfect taste. Add a refreshing water to your meal. | Avocado Toast | avocado mash/everything bagel seasoning/two eggs/mixed greens/wheat berry toast
kiin-imm-thai-rockville-dc-metro,Kiin Imm Thai Rockville,not-found,toast,toast-menu,79,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/kiin-imm-thai-restaurant-rockville,Basil Fried Rice | Choice of Meat | White Rice | Egg | Bell Pepper | Onion | Green Bean | Tomato | Basil | Chili Pepper Sauce and Garlic | Basil Pork Crisp | Crispy Pork Belly Stir Fry | Chili Pepper | Bell Pepper | Green Bean | Basil | Chili Garlic Sauce | Served With A Side of Jasmine Rice | Boat Noodle Soup
ala-bethesda-dc-metro,ala Bethesda,not-found,toast,toast-menu,34,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/ala-bethesda,"ADANA KEBAB | Minced rib-eye, Labneh, harissa, onion, lavash | V / Pistachio baklava, white chocolate dukkah | VEGAN - GF / Charred eggplant, tahini, chermoula | Cured beef tenderloin, Kashkaval cheese, parsley pesto, aragula, parmesan"
tout-de-sweet-bethesda-dc-metro,Tout de Sweet Bethesda,not-found,toast,toast-menu,92,1,0.011,0,0,0,0,0,0,official-disclosure-only,0,1,0,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://order.toasttab.com/online/toutdesweet,"Chef's daily selection of 12 breakfast pastries | One scoop of Vanilla Gelato, topped with a shot of espresso or matcha. | Almond Croissant | Traditional butter croissant filled with almond cream and topped with toasted almonds | Traditional tart made with sweet dough pear and almond cream tart."
bon-fresco-rockville-dc-metro,bon fresco Rockville,not-found,toast,toast-menu,51,3,0.059,0,0,0,0,0,0,official-disclosure-only,0,3,0,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://order.toasttab.com/online/bon-fresco-rockville,"BASIL PESTO *n | applewood smoked bacon, dijonnaise, vine-ripened tomato, mixed greens | BRIE CHEESE v | brie cheese, sun-dried tomato pesto, caramelized onions, baguette *oven-warmed *vegetarian | BROCCOLI SALAD"
bethesda-bagels-wildwood-dc-metro,Bethesda Bagels Wildwood,not-found,toast,toast-menu,112,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/bethesdabagelswildwood,"Avo, Egg, Cheese | ½ of a fresh avocado, eggs cooked to your liking, with a choice of sliced cheese, cream cheese, or no cheese. | Crispy bacon rounds, 1/2 of a fresh avocado, lettuce and tomato. | 1/2 of a fresh avocado on a bagel. | Bacon, Egg, Cheese"
barrel-and-crow-bethesda-dc-metro,Barrel & Crow Bethesda,not-found,toast,toast-menu,39,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/barrel-and-crow,"Ahi Tuna Taquitos | Corn Tortilla, Avocado, Cilantro, Chipotle Cream. | Shrimp, Crawfish, Squid, Rice | Blackened Salmon | Roasted Baby Potatoes, Sauteed Edamame Beans, Red Bell Peppers, Cajun Creole Sauce"
the-breakfast-club-silver-spring-dc-metro,The Breakfast Club Silver Spring,not-found,toast,toast-menu,70,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/thebreakfastclubdmv,"Choice of Meat, Eggs, Turkey Bacon or Pork Bacon, Vegan Sasuage, Potato Hash, Toast | Avocado Toast | Fresh Crushed Avocado, Multigrain Toast, Herb Marinated Tomatoes, Arugula & Red Onion, House Dressing | Bacon | Black Bean Burger"
dosa-and-chaat-gaithersburg-dc-metro,Dosa & Chaat Gaithersburg,not-found,toast,toast-menu,184,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/dosa-chaat-68-market-street,"Adyar Chicken Kari | A rich, aromatic curry with tender chicken pieces simmered in a blend of spices and coconut. This South Indian classic brings the authentic flavors of Adyar straight to your plate! | Aloo (potatoes) and Gobi (cauliflower florets) cooked to perfection in a specially crafted blend of aromatic spices. | Cooked in a leafy based sauce, Saag (spinach) in this case with a touch of cream. | Mashed potato patties mixed with coriander, peas and spices, deep-fried in oil"
tandoori-nights-gaithersburg-dc-metro,Tandoori Nights Gaithersburg,not-found,toast,toast-menu,118,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/tandoori-nights-106-market-st,"A special mix of Indian pickles. | Achari Chicken Tikka | Boneless cubes of chicken marinated in achari spices. | Achari Lamb | Tender lamb cubes marinated in Indian spices and pickles, cooked with a touch of mustard oil."
cafe-pizzaiolo-alexandria-dc-metro,Cafe Pizzaiolo Alexandria,not-found,toast,toast-menu,154,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/cafe-pizzaiolo-fern-st,Extra | 1 Waffle (no fruit) | 12oz Buffalo Sauce | 12oz Container of Bolognese Sauce | 12oz Container of Marinara Sauce
thompson-italian-falls-church-dc-metro,Thompson Italian Falls Church,extracted,toast,toast-menu,54,4,0.074,0,0,0,0,0,0,official-disclosure-only,0,4,0,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://order.toasttab.com/online/thompson-italian,"Serves 6-8. Includes 30 arancini. MUST BE ORDERED A DAY IN ADVANCE. Large portion of Arancini with Spring pea puree, mint, parmesan, and goat cheese. (Includes 30 arancini) For orders of 4 or more trays of the same item, | lemon aioli, pecorino. Six pieces. | Arugula Salad Tray | Serves 6-8. MUST BE ORDERED A DAY IN ADVANCE. Large portion of arugula salad, aged parmesan, white balsamic vinaigrette For orders of 4 or more trays of the same item, please contact info@thompsonitalian.com to confirm a | Serves 6-8. MUST BE ORDERED A DAY IN ADVANCE. Large portion of Baked Rigatoni Bolognese with Parmesan, Bechamel. Your choice of served hot or cold and we'll provide heating instructions. For orders of 4 or more trays of "
rustico-alexandria-dc-metro,Rustico Alexandria,not-found,toast,toast-menu,43,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/rustico-alexandria,"Baked Feta Dip | marinated feta, cream cheese, sour cream, grilled pita | BBQ Short Rib Pizza | Beet Salad | shaved fennel, walnuts, orange, arugula, citrus vinaigrette"
brass-rabbit-clarendon-dc-metro,Brass Rabbit Clarendon,not-found,toast,toast-menu,35,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/brass-rabbit-public-house,"Beef Chili | ground beef, red beans, savory seasonings, cheddar, sour cream | Blackend Salmon Salad | arugula, roasted tomato, feta, pickled onion, cucumber, avocado, lemon-dill greek yogurt dressing | Blackened Salmon"
roots-cafe-mclean-dc-metro,Roots Cafe McLean,not-found,toast,toast-menu,53,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/roots-cafe-8100-old-dominion-drive-ste-e,2 Fried Egg | 2 Pork Sausage | 3 eggs made your way with salt & pepper plus buttered toast on the side | 5 Breakfast Burritos No Bacon | 5 Breakfast Burritos w/ Bacon
royal-restaurant-alexandria-dc-metro,Royal Restaurant Alexandria,not-found,toast,toast-menu,43,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/royal-restaurant,"Bacon-Cheddar Burger | Smoked bacon, sharp cheddar, dijonaise, lettuce, brioche buns, served with cacio e pepe fries | Baked Parmesan Scallops | Aged parmesan, garlic-line sofrito, onion salsa, buttery ciabatta | Banana Cream Pie"
pike-restaurant-arlington-dc-metro,Pike Restaurant Arlington,not-found,toast,toast-menu,50,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/pike-restaurant-4111-columbia-pike,"Slice Beef Tongue In Yellow Savory Stew, Rice, Potatoes, Chuno | Thin Steak Fried And Cooked In Red Curry, Rice, Potatoes, Chuno | Lettuce, Tomatoes, Onions, Avocado Slices | Shredded Fried Slices Of Beef, Hard Boiled Eggs, Potatoes, Cheese. | Fried Chicken, Fru=Ied Yuca, Rice, Salad"
villa-yara-georgetown-dc,Villa Yara Georgetown,not-found,toast,toast-menu,40,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/villa-yara-2815-m-st-nw,"Fried cauliflower, hazelnut tahini, tarot or, tahbishe | sweet cream flavoured with mastic & orange blossom then rolled in pistachios | Charred eggplant, tahini, lemon, garlic | halloumi, shakshuka, olive, walnut, zaatar | triangles of crunchy delicate pistachio baklava served with ashta ice cream"
bangkok-54-arlington-dc-metro,Bangkok 54 Arlington,not-found,toast,toast-menu,263,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/bangkok-54-restaurant,"Vegetable spring roll served with a pineapple sweet chili sauce | Fatty Tuna , Tuna , Salmon , Yellowtail , White fish , Scallop , Botanebi , Ikura | Crispy pork belly topped with fried garlic and pepper, served with soy sauce | 54's Crispy Spicy Duck | Lightly battered duck, sauteed with fresh chili-garlic sauce, topped with crispy basil leaves"
columbia-firehouse-alexandria-dc-metro,Columbia Firehouse Alexandria,not-found,toast,toast-menu,24,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/columbia-firehouse,"6 extra waffle chips | Beef Bourguignon | lardons, mushrooms, carrots, pearl onions, pommes purée | Burger Josephine | house blend, burger sauce, gruyère, pickles, olive oil bun"
mamma-lucia-fallsgrove-dc-metro,Mamma Lucia Fallsgrove,not-found,toast,toast-menu,229,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/mamma-lucia-fallsgrove,"1/2 Pound Meatball | crispy italian toast, marinara sauce, dollop of creamy ricotta | crispy Italian toast, marinara sauce, dollop of creamy ricotta | 10 Mamma Wings | 10 Mamma's Wings"
quincys-gaithersburg-dc-metro,Quincy's Gaithersburg,not-found,toast,toast-menu,47,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/quincys-bar-grille,Boneless Wings | Buffalo Chicken Wrap | BYO Burger | BYO Chicken Sandwich | BYO Pizza
pho-towda-vienna-dc-metro,Pho Towda Vienna,not-found,toast,toast-menu,33,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/photowda,$$ Meatballs | $$ Regular Noodles | $$ Wide Noodles | $$Chicken | $$Extra Rice
cafe-colline-arlington-dc-metro,Cafe Colline Arlington,not-found,toast,toast-menu,17,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/cafe-colline,"Apple Cake | creme anglaise | Beet Salad | beets, puy lentils, apple, walnuts, roquefort | basil pistou, roasted tomato, pistachio, pecorino"
cava-mezze-rockville-dc-metro,Cava Mezze Rockville,not-found,toast,toast-menu,38,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/cava-mezze-rockville,"GREEK YOGURT | SERVED WITH A GREEK SALAD & YOUR CHOICE OF RICE OR FRIES | Challah French Toast | Chicken Gyro | grilled chicken, tzatziki, romaine, tomatoes, onions, wrapped in pita"
chef-tonys-rockville-dc-metro,Chef Tony's Rockville,extracted,toast,toast-menu,209,1,0.005,0,0,0,0,0,0,official-disclosure-only,0,1,0,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://order.toasttab.com/online/cheftonysrockville,"Relationships over 30 years with TOP Seafood Suppliers [MARKET AVAILABILITY] | ""CHOPPED"" SALAD | Our Chopped Salad has Mesclun, Walnuts, Basil, Mint, Cilantro, Cranberries, Strawberries, Blue Cheese Crumbles, White Balsamic, Fried Onions | ""CUPPER"" PEPPERONI HEMI | Ezzo Cupping Pepperoni with Wisconsin Brick Cheese & HEMI tomato sauce"
corned-beef-king-rockville-dc-metro,Corned Beef King Rockville,not-found,toast,toast-menu,98,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/corned-beef-king,Thinly sliced turkey breast on grilled rye with zesty russian dressing ( angry sauce) melted swiss and creamy coleslaw. | Beef A Roni | Our tender house made Brisket mixed with our five cheese Mac and Cheese. | Beef Stew With a Roll | Beef Stew With Roll
georgetown-bagelry-bethesda-dc-metro,Georgetown Bagelry Bethesda,not-found,toast,toast-menu,77,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/georgetown-bagelry,"American Cheese | Bacon & Egg | Bacon Egg & Cheese | Bacon, Egg, Cheese | Bacon Horse"
timber-pizza-mclean-dc-metro,Timber Pizza McLean,not-found,toast,toast-menu,27,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/timberpizza-mclean,"3 Pork Empanadas and 3 Cauliflower Empanadas | Build Your Own Favorite!! Select your base, tomato, cheese or pesto. Select your pizza toppings. Gluten free and Vegan cheese are available. | Cauliflower and Potato Empanadas with a Spicy Strawberry Sauce | Classic Cheese Please | Classic Cheese Pizza, Tomato Sauce, Provolone and Mozzarella Shredded Cheese Blend, Fresh Mozzarella, Basil"
angry-jerk-silver-spring-dc-metro,The Angry Jerk Silver Spring,not-found,toast,toast-menu,52,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/theangryjerk,Angry Mac & Cheese | Angry Sweet Salmon NO SIDES | Angry Wings | Beef Patties | Brown Stew Bowl
zinnia-silver-spring-dc-metro,Zinnia Silver Spring,extracted,toast,toast-menu,41,5,0.122,0,0,0,0,0,0,official-disclosure-only,0,5,0,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://order.toasttab.com/online/zinnia,"Applewood Smoked Bacon B.L.T | North Country Bacon, local heirloom tomatoes, bibb lettuce, multigrain. | Baby Gold and Ruby Beet Salad | Lemon ricotta, wildflower honey vinaigrette, arugula, crispy shallots, salted pistachios | Baked Mac & Cheese"
guacado-laurel-dc-metro,Guacado Laurel,not-found,toast,toast-menu,24,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/guacado-laurel,baklawa chese cake | Beef Birria | Beef Birria Pie | Cheese Quesadilla | Chicken Birria
mid-atlantic-seafood-hyattsville-dc-metro,Mid Atlantic Seafood Hyattsville,not-found,toast,toast-menu,164,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/mid-atlantic-seafood-hyattsville,1 PC Fried Crab Cake Only | 1 PC Fried Crab Cake with 2 SIDES | 1/2 Chicken | 1/2 Chicken with 2 SIDES | 1/2lb Jumbo Spiced Shrimp
grace-street-georgetown-dc,Grace Street Georgetown,not-found,toast,toast-menu,17,6,0.353,0,0,0,0,0,0,official-disclosure-only,0,6,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/grace-street-coffee-georgetown | https://order.toasttab.com/order/grace-street-coffee-roasters-bethesda-5021-wilson-lane | https://order.toasttab.com/order/grace-street-coffee-georgetown,"Almond Croissant | BEAN & CHEESE BURRITO | Braised pinto beans, jack cheese, charred peppers & onions w/ smoked salsa verde | CHOICE OF: CRISPY BACON, CHORIZO, POLLO ASADO, BEEF BARBACOA (halal) or CUMIN RUBBED EGGPLANT Scrambled eggs, charred peppers & onions, jack cheese, crispy fries w/ smoked salsa verde *rice and eggs contain butter & crea | BREKKIE BOWL"
llamabar-navy-yard-dc,Llamabar Navy Yard,not-found,toast,toast-menu,42,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/llama-bar-1-m-st-se,"2. Eggs | Apple Cinnamon Muffin | Avocado Toast | Sourdough, smashed avocado, heirloom tomato, lemon zest, mixed greens | Bacon"
cafesano-reston-dc-metro,Cafesano Reston,not-found,toast,toast-menu,69,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/cafesano-reston,"(spicy sausage) Spicy Italian sausage, kalamata olives, caramelized onions, fresh mozzarella and Parmesan cheeses with our arrabbiata sauce. | Arugula | Arugula, romaine, radicchio, tomato, kalamata olives, red onions and Asiago cheese with our house dressing and and grilled ciabatta. | Sliced avocado with tomato, lettuce, carrots, shaved Asiago and our lemon-tahini dressing. | Roasted eggplant puree, tahini, yogurt, lemon juice and garlic. Topped with EVOO."
famous-toastery-ashburn-dc-metro,Famous Toastery Ashburn,not-found,toast,toast-menu,98,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/famous-toastery-ashburn,"1 Egg | One egg prepared any style. | 2 Egg Breakfast | 2 Eggs prepared any style with your choice of breakfast meat, breakfast side, and toast | Two eggs prepared any style."
the-burger-shack-ashburn-dc-metro,The Burger Shack Ashburn,not-found,toast,toast-menu,75,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/the-burger-shack,"(V) Beyond Burger | Pant Based- Vegan | (V) Falafel Burger | Hand Pattied & topped with lettuce, Tomato, onion, Pickle & Tahini- Vegan | (V) Lentil Burger"
